gridimage_id;user_id;wgs84_lat;wgs84_long;imageclass;comment;tags
348515;3141;54.276111;-2.92109;Woodland;Small native plantation attached to the Pine infested Astleys Plantation;None
1807391;4582;53.167728;-3.46952;Fields;Spring is the time when crops are best able to use nutrients in muck, and delaying spreading until April has the benefit of reducing the chances of soil compaction problems as the land will have had chance to dry out before spreading takes place.;None
2446938;63587;52.682919;-2.039009;None;Situated on the Longford Rd. Wolverhampton Rd. Intersection. Recently the Petrol Pumps and Shop had to close, leaving the Motor repair side still going.;top:Business, Retail, Services
1331117;1469;54.123825;-2.348208;Farmland;From the footpath running parallel to Crummack Lane.;None
2127594;17441;52.899869;-1.234902;Nature Reserve;From near to the Visitor Centre entrance bridge.;None
1609878;21460;51.617359;-1.06734;Bench Mark;A Bench mark on the corner of the church near the covered walkway on St Mary the Virgin;None
647438;4820;53.99533;-1.527867;House;The west side of the Stray in High Harrogate is lined by interesting properties from the late 18th and early 19th centuries, when this area was developing as an exclusive spa village. This house looks to be of around 1800 and has Georgian proportions.  Constructed from local sandstone.;None
1095633;14368;51.44989;-2.403314;A road (Classified A);Nearing the bottom of the hill looking toward Wick and Bristol. The bend here was once much sharper and could be dangerous especially in wet conditions. As a feckless lad it was my delight to cycle down Tog Hill. A fair speed could be achieved on the approach to the bend and the objective was to round it without touching the brakes (or falling off). Great fun until the authorities straightened it.;None
637444;8569;52.787915;0.040319;Flytip;These people clearly couldn't find their way to the local recycling and disposal facility to get rid of the tiles and cardboard. In the field is a newly established piece of mixed woodland.;None
888832;3972;56.923769;-4.980294;Tourist attraction;Gairlochy fairyland in the woods along the south-western shore of Loch Lochy. There are scores of similar whimsies lurking in the undergrowth here.;None
2266360;2639;52.255053;1.436908;Road signpost;Near Hernsey Wood;top:Roads, Road transport?Bruisyard Road?on:Bruisyard Road?near:hernsey Wood?Hernsey Wood?near:Peasenhall?Peasenhall?Road?road junction?Roadsign
2617776;139;55.736497;-5.036165;None;The masonry in the foreground is thought to be the remains of part of the Dark Age monastery. It contains graves of unknown date.;top:Historic sites and artefacts
840649;2159;57.273991;-5.98075;Forestry;A narrow crossing separates Skye from Scalpay. A canoe makes the short journey across this tidal reach very easy. At low tide the crossing is only about 100 metres and I have heard that it may even be possible to wade this stretch.;None
1280527;125;52.438297;-1.94038;Retailing;Just approaching the triangle junction of roads.;None
69555;1837;51.959495;-2.456918;Cottages;This cottage lies just to the north of the large wooded area known as Dymock Wood.;None
2119179;5089;50.747841;-3.970222;Lane;The well-used lane from Glendon Cross to Stockley Hamlet dips across a col and the Dartmoor Railway, marked by the double line of trees across the image.;None
433906;12414;57.624773;-2.247107;River valley;View northwest along the river;None
2460075;2639;52.242595;1.296445;None;From Marlborborgh Road near the footpath to Bedford Road;top:Village, Rural settlement?bedford road?footpath?from:Marlborborgh Road?Marlborbough Road?Saxtead?at:Saxtead?Saxtead Little Green?looking towards:Saxtead Little Green
938276;16266;51.540631;-3.166609;Church;St Denys church Lisvane. To view church website go to http://www.stdenyschurch.org.uk Plans of the church available on http://www.churchplansonline.org;None
2916131;22650;55.448421;-4.630607;None;At the junction with Rosebank Crescent, looking up towards Monument Road.;top:Housing, Dwellings?top:Roads, Road transport?top:Suburb, Urban fringe
2714108;20846;53.753009;-3.031541;None;This is a recent large development of luxury managed retirement apartments by Jones Homes. It gets its name from the fact that it is adjacent to and overlooks Ashton Gardens. Photographed from Ashton Gardens.;top:City, Town centre?top:Housing, Dwellings?retirement apartments
2725196;5835;54.718854;-5.800644;None;See [[1109702]].  Eight days later, the view towards, Carrickfergus and Belfast, where the new up line has been laid but is still without ballast.  The 13.20 Whitehead – Belfast Central is passing “wrong line” on the down line.  The old Taylor’s Avenue bridge [[360439]] is in the background.  It was replaced by the present structure [[303699]].;top:Railways?top:Suburb, Urban fringe?Carrickfergus?Northern Ireland Railways?Railway
2218642;43729;53.557163;-2.423239;Brook;In the steep clough between Greenland Road and Bishop's Road.;None
1366339;38027;53.617497;-0.982576;Historic site;Waterside the river Don was once used commercially at least one hundred years before the canal .. these houses show the area near the old jetty now gone ...the once river is now a swampy reed bed.;None
2556306;28779;57.834071;-3.833609;None;A westerly view of the beach away from the village of Portmahomack.;top:Coastal?top:Estuary, Marine
1606130;5835;53.999126;-6.412331;Railway;The 07.26 from Bray approaching Dundalk Central signal cabin [[334668]].  The stub of the Irish North line to Enniskillen is on the right.;top:City, Town centre?top:Railways?CIE (Coras Iompair Eireann)?dundalk?Great Northern Railway (Ireland)?Railway?Train
2295362;15303;51.576796;-3.030296;Hill fort;This entrance is from Bassaleg Road at the north-west of the fort and is on the Sirhowy Valley long distance walk. There is no access from the western or southern flanks of the fort.;None
1758596;7056;53.346098;-6.193877;Port facilities;This VCI area serves Irish Ferries, Norfolk Line and Isle of Man Steam Packet services.;None
1291076;10124;53.254817;-9.562229;Martello tower;This martello tower is one of many watch towers built along the west coast, some old some more recent.  This one appears to be more recent and was probably built to guard the entrance to Cuan Chasla (Cashla Bay), which has one of the safest anchorages on this part of the coast.;None
355112;4827;55.906478;-4.65995;Farmland;Viewed from the former Princes Pier railway line, now part of National Cycle Route 75.;None
384017;10124;51.220987;-1.173457;Farmland;This square is largely farmland.  Taken from a track at the southern edge of the square, this shows ploughed arable land in the south-eastern corner.  The copse in the middle distance is (unusually) not named but is clearly seen on the map at SU578473.;None
1236630;35977;52.896553;-3.726288;Hill;Approach to hill rough and wet.;None
1314131;34298;51.058114;-1.308347;River;The nearest portion of this scene is in this gridsquare.;None
53461;2215;55.848132;-5.137072;Beach;Looking south over a stormy Ettrick Bay. The island of Arran is visible in the distance.;None
2090970;30820;50.908663;0.001433;Silage/haylage bales;The barns probably belong to Cooksbridge Farm.;None
2623062;21460;51.594836;-1.292722;None;The Holloway along the Reading Road in Harwell.;top:Roads, Road transport?top:Village, Rural settlement
1848198;10124;52.822827;-9.327275;Sculpture;The farm buildings are not particularly interesting, except that they say there is a farm here.  What interested me was this tree stump used as a sculpture, but the photo doesn't do it justice.;None
159234;5640;56.296638;-3.352401;Farming activity;Further along the slope to the left this other tractor was ploughing the land.;None
1094662;636;52.220213;0.64625;Track;The track leads from the Chevington Way to St Mary's Church and Ickworth House. It also forms part of Sustran's Route 51.;None
2836678;21460;51.39231;-1.203288;None;At time the canoeists did look like they were racing though some I'm sure where just doing it for fun.;top:Canals?top:People, Events?canoeists?canoes
1062416;15341;53.415206;-0.877424;Road junction;Fumulus clouds in the background from the Trent Valley power stations.;None
371069;9181;54.543081;-3.59845;Mine (disused);Seen from the top of the path leading down to the seashore.;None
1546232;1833;50.922581;-0.03966;Level crossing;Taking the footpath from Novington Lane over the Lewes-Keymer Junction railway towards Highbridge Lane.;None
126611;307;53.769962;-0.461501;Hamlet;Looking NE towards the hamlet of Eppleworth.;None
2550683;15498;55.916084;-2.139325;None;With foghorn and associated buildings- now unmanned, and some of the buildings are available as holiday accommodation.;top:Coastal?top:Estuary, Marine?top:Grassland?top:Housing, Dwellings?top:Sport, Leisure?coastal scenery?foghorn?holiday accommodation?lighthouse
1327749;6337;54.465681;-0.674828;Main road;Looking east along the main road through Aislaby, Yorkshire.;None
1198981;14840;52.732105;1.25165;Farm buildings (derelict);The brick building beside the public footpath to Hevingham Park used to be the slaughterhouse at Ling Park Farm. The date stone > http://www.geograph.org.uk/photo/1198989 under the south gable gives its date of construction as 1838. For a view taken from the opposite direction see > http://www.geograph.org.uk/photo/1198974.;None
1580574;38673;54.972607;-1.490079;School (disused);Old Jarrow School awaiting demolition;None
1986321;14760;52.30253;-0.44144;Footpath;Above Harrowick the footpath to Hardwick;None
1687948;37389;53.737716;-2.109721;Rock climbing;A popular activity on these accessible and sunny outcrops.;None
1298203;3972;51.089289;-0.803562;Lane;One of many deeply incised lanes in this East Hampshire village. The old trackways have sunk down through the sandstone.;None
2108973;14530;51.850283;-2.903109;Farmland;View north-east from the Three Castles Way across mainly sheep grazing land towards Graig Syfyrddn in the distance.;None
1841698;42397;56.345533;-2.803229;Beach;Rock outcrop on the beach.;None
1420380;6597;55.54049;-2.040855;Power lines;The power lines run along the top of a plantation.;top:Energy infrastructure?top:Uplands?electric power lines
2010885;37389;54.403637;-2.159558;Rock feature;A huge chunk of the cliff has collapsed taking much of a detached pinnacle with it. This most likely happened due to freeze/thaw during the hard winter of 2009/10 since it was intact in autumn 2009. The path down to the force passes underneath so best not to cough?;None
1263981;10124;53.250665;-9.153806;Thatched buildings;Whilst waiting for the traffic lights to change for the road works, I happened to stop adjacent to this thatched building.  It stands out in the modern village that surrounds it.  I wondered whether the advertisement for the Hair Boutique was a deliberate placement or a serendipitous get your thatch done here or is your thatch as tidy as this?;None
808234;1837;52.204523;-2.100629;Farm;Commandery Farm viewed from the south-east.;None
1608398;28954;53.47757;-2.247063;Plaque;Society was founded on this site , 16 August 1894 (Junction of Peter Street & Mount Street);None
575362;9274;51.062876;-1.322974;Public house;Small, dark Wadworth house tucked away from the direct centre of town.  A real tavern that specialises in real ales.;None
1283563;4582;53.122754;-4.332262;Fort;Situated at the tip of the Dinlle peninsula, guarding the Menai Strait. This fort was built in 1775 at the time of the Napoleonic Wars, by Thomas Wynne.;None
1636703;12869;54.151074;-6.002729;Valley;Path and reservoir in the Silent Valley. Doan mountain looms above to the left with a snow capped Slieve Bearnagh beyond.;None
1404659;6337;52.235175;0.793025;Farm sale;Leading to a farmer's access bridge over the A14 near to Blackthorpe, Suffolk.;None
751105;20543;51.331921;-0.253798;Bridleway;This stretch of bridleway 43 Epsom, a continuation of Bridle Road up to Alexandra Road, is surprisingly wide.  It's now part of a designated cycleway between Epsom and East Ewell.;None
1131968;32242;55.457;-2.172391;Heather moorland;Now I know why no-one else has ever been in this square.;None
1468063;23377;57.432503;-3.723353;Moorland;On the lower western top of the hill looking over moorland towards Creag Ealraich, the giant's face.;None
1596013;29880;51.07954;0.47553;Bridleway;This bridleway with Bedgebury Forest heads from Three Chimneys Farm.;None
271115;2831;57.391623;-3.287667;Summit;An indistinct summit on the southwest ridge of Ben Rinnes.  It probably sees some traffic from Speyside Way walkers detouring onto its higher neighbour.;None
846973;17812;53.665249;-1.564101;Recreational activity;The playing fields at Green Park. Clifton Infants School is behind the fence at the far side of the playing field.;None
1579871;19979;52.439218;-0.305979;View;A well crafted muck heap (dung, manure, insert your preferred  descriptive choice) sits high on the hill towards Sawtry. Heaping manure up helps bacteria compost the muck by creating a very warm environment at the heart of the heap.;None
1530367;22875;53.288198;-2.725283;Memorial;The obelisk, on Overton Hill, was erected to remember the 126 men of Frodsham who fought in and died in the two world wars.;None
2502957;11775;50.194621;-5.461686;Church;The Parish Church (dedicated to St Anta and All Saints) contains a peal of ten bells, the largest peal in a Cornish parish church.;None
616387;9181;52.991674;-1.277275;Footpath;Note the sign indicating the splitting of the ways. As can be seen, the footpaths in this area are well used.;None
2298115;14840;52.592292;1.282926;Ancient site;Excavations immediately to the east of Harford Farm, carried out in advance of the construction of the bypass, revealed the remains of a Bronze Age barrow cemetery containing 46 burials, and an Iron Age settlement that had developed around it. Archaeologists found jewellery and other valuable items and Early Roman funerary monuments. The site was reused as a cemetery in the Middle Saxon period.;None
2877951;30470;50.894183;-1.758946;Bottom;With a brook along the bottom, and tracks crossing it.;top:Heath, Scrub?top:Lowlands?top:Roads, Road transport
425098;12780;53.455361;-0.100581;Bridleway;It is possible to reach Wold Newton via this route - the furlong coming from the wood in the distant, namely Stock Furlong.;None
2019258;21377;52.340879;-3.365321;Rock outcrops;Looking southwards. The rock was warm and dry, if not perfectly level and made a decent throne from which to administer lunch and like a king surveying his kingdom, let my eye rest here and there at will - all I saw giving great pleasure.;None
2628576;32242;54.059805;-2.142041;None;The death of this tree in 2007 is recorded here [[505817]], [[505675]], [[630640]] It must have been seen over the preceding years by countless numbers of people on the popular path from Malham to Janet's Foss.;top:Farm, Fishery, Market Gardening?top:Grassland?top:Uplands?top:Woodland, Forest
2907403;3101;53.591425;-2.29864;None;Grade II listed. http://www.britishlistedbuildings.co.uk/en-433311-art-picture-house-bury;top:Business, Retail, Services?top:Sport, Leisure
2856793;6597;51.440521;0.053233;None;A bed of daffodils (the paler natural variety) and a solitary pigeon, at the edge of the lake.  Despite the name, this is an ornamental park lake in a lowland setting, and not a natural upland one. The water in this late winter view is free of the algal bloom in Mike Quinn's autumn view [[2243918]].;top:Lakes, Wetland, Bog?top:Park and Public Gardens?daffodils?ornamental lake?pigeon
710683;9715;59.347446;-2.421985;Wildlife;Just below the broch at Point of Burrian.;None
65926;231;53.958327;-1.093631;Railway station;A smoky view of the platform area of the Railway Station. The Pacer would have been setting off on the slow journey to Leeds (the long way round via Harrogate).;None
1100556;20032;50.429835;-3.573444;Park;This small park in Derrell Road is partly enclosed by an old wall with these unexpectedly ornate gate posts.;None
269979;5305;53.883824;-2.252497;Ruins;This ruined farm lies about 3 miles from the village of Rimington, which being spelt with a single m is an uncommon name. It is the origin of a family group to which the photographer belongs.;None
292672;9129;51.50494;-0.188834;Palace;A rare view, a photo taken from inside the palace looking through one of the windows towards the round lake of Kensington Park & the Palace Gardens in the foreground.In the distance the London city skyline. I wonder how many of the Royals have sat at this window and gazed at the beauty of this view of London. ;None
2704335;10124;51.229262;-1.312946;None;The path continues out side the copse, on a field headland with views north towards the Test valley.;top:Paths?Copse?field headland?footpath
1106912;13639;53.478124;-0.478708;Public footpath;Note the New River Ancholme to the right and the rails of the footbridge where the path leads.  To the right of the rails one can just see the protective rails over the entrance to the Old River Ancholme [[1106945]].;None
235537;1904;53.438455;-0.705343;Bridge;Blyton Station is now a private house but the line is still in use;None
232122;7366;52.68459;-1.628065;Fields;Wheatfield just after harvest, just outside Clifton Campville in the distance on the left you can just make out the three spires of Lichfield Cathedral, in the centre the flats on Eastern Avenue Lichfield.;None
2694608;29880;51.341242;-0.090481;None;Purley Beeches is a wooded open-space land near Purley Downs Road. This path leads towards Wettern Tree Garden.;top:Park and Public Gardens?top:Paths?top:Woodland, Forest
1099102;20762;52.761153;-3.925008;Path;The walk has been upgraded to make it wheelchair friendly.  A seat has been placed to give views down to the Mawddach estuary.;None
719240;20032;51.416652;0.740809;Public house;Located at the very end of the High Street, just inside the sea wall.;top:Business, Retail, Services?top:City, Town centre?public house?place:Queenborough?near:Sheerness
2467792;18677;51.1694;-0.838107;None;See [[2352144]] for the view last year.;top:Paths?top:Woodland, Forest?place:Alice Holt Forest
1015023;2282;54.618219;-7.243924;Countryside;Looking NNE;None
2080111;50568;50.444624;-5.040521;Town scene;View towards Watergate Bay from Trevarrian Hill;None
551645;11162;53.798774;-1.57866;Industrial area;Part of this building was used as a set for the filming of Denton Police Station in the Inspector Frost series.;None
403074;13635;53.474496;-1.610653;Farm;a January saturday in 2006. View over Stocksbridge towards Wortley in the distance;None
2659327;48731;54.564182;-1.311922;None;A Sam Smith's public house.;top:Business, Retail, Services?top:City, Town centre?public house
1271182;9274;50.996172;-0.773324;River;The River Rother is a river which flows for thirty miles from Empshott to Stopham, where it joins the River Arun.;None
614195;14840;52.941931;1.140986;House;... on Station Road. The entrance is flanked by tall trees.;None
2022688;2282;55.118405;-6.816672;Countryside;Looking east;None
1238386;4820;56.774938;-3.859037;Avenue;Avenue of stately trees lining the driveway past Blair Castle.;None
2736461;24241;55.699024;-2.411885;None;A view across the Merse to the snow covered Cheviot Hills on the Scottish Borders/Northumberland border.;top:Farm, Fishery, Market Gardening?top:Lowlands?top:Uplands
389950;6638;55.486571;-1.941739;Picnic area;In a layby alongside the A697 and managed by Northumberland Countryside Service.;None
1072430;19979;52.564143;-1.17043;Rugby ground;The addition of some shoulder pads behind the big roller turns this contraption into a precision training instrument.;None
2141802;25285;55.551129;-1.807868;Reflections;Taken across Twizell Lake;None
318810;3462;54.811371;-4.975981;Country road;Extensive private wood on the left.;None
1210614;14368;51.479546;-2.28665;Tractors;Sorry if my shot is similar to yours Roger, [[440651]] couldn't resist it.;None
1285239;3141;54.558503;-3.102804;Tarn;On the fence line between Bleaberry Fell and High Seat;None
1772124;43729;50.460383;-3.528528;Ornamental gardens;Looking west, from the pavilion.;None
929131;125;49.911861;-6.299233;Town;Known as Porthennor when, in Medieval times, this was the most important harbour on Ennor (as the island of St. Mary's was then known). The tree covered lump on the horizon (left) is the site of the 13th century castle.  An annual rent of 8d or 300 puffins was to be paid to the crown for this. The airport buildings can be seen on the right hand horizon.;None
1034636;8569;51.692811;-2.014998;Lane;Approaching the A433 from the south-east.;None
70928;1657;53.379093;-2.907928;Sports ground;The facilities were opened in 1922, as a memorial for Geoffrey Hughes who died during the Great War, for the provision of student sports facilities to the University of Liverpool.;None
1449023;7181;53.797199;-1.756148;Historic building;Built as The Church Institute 1871/73 and included a library and lecture hall.;None
78679;231;55.866861;-4.433139;Airport;The end of the central pier which is almost exclusively used by British Airways. An Air UK plane is taking off- this airline was acquired by KLM in 1997 and was rebranded as KLM UK in 1998. The Kilpatrick Hills and the quarry at Dumbuck can be seen in the distance.;None
1174787;8378;53.072868;-4.079361;View;The obelisk marks the top of the Pyg track, which is also indicated by the dark line in the snow where walkers step over the edge.  The path up to Garnedd Ugain follows the line of the cliff - but not too closely.;None
2776766;18677;51.306705;-0.97208;None;WEDMP1ZZ - Thames Water.;top:Waste, Waste management?top:Water resources
1816462;560;51.674282;-0.854594;Sheep;Photo from Chiltern way path.;None
1745691;39484;52.593894;-0.013002;Electricity transformer;High level transformer on the southern bank of The River Nene.;None
2335514;9181;53.225311;-1.1303;Bus stop (disused);I had passed this spot many times in the past without realising its significance. The platform behind the fence was the base of a large bus shelter where large numbers of colliers would wait after their shift for a bus to take them home.;None
2440014;29880;51.360075;1.13193;None;As seen from Bowes Lane, Eddington. This bridge leads over the dual carriageway towards Pigeon Lane, Broomfield.;top:Paths?top:Roads, Road transport
2764031;14194;55.075994;-2.667326;None;Cairn beneath Grey Hill.;top:Uplands
2906835;2639;52.081257;1.184683;None;At the junction with Tuddenham Road;top:Roads, Road transport?church lane?road junction?at:the junction with Tuddenham Road?Tuddenham Road?Westerfield?at:Westerfield
1508128;25319;52.76529;-3.522923;Moorland scene;Typical scenery for the area - long grass and damp patches, with heather on the drier ground.;None
2338878;4460;56.439116;-3.73052;Driveway;Glenalmond house is a Grade B listed building and is in the parish of Fowlis Wester.;None
221263;4558;53.383118;-1.031771;Lane;This lane is a public path and leads to Serlby Hall.  The large tower in the distance is at Harworth Colliery.;None
962288;4474;51.340121;1.272741;Road scene;This is the start of a footpath which leads to the River Stour.;None
1318479;3176;52.204609;0.487247;Footpath;Around one of the many Stud Farms in the area.;None
1066712;5838;55.583562;-5.161311;Museum / Heritage Centre;At the time of this photo the museum consisted of a group of buildings including a roadside  cottage (the white building) - a smiddy (smithy) which operated from the early 19th century to the 1960s - an 18th century cottage - a milk house and a stable block.  It housed objects relating to working life on Arran together with some geological and archaeological exhibits. Source: 1990 museum leaflet.;top:Historic sites and artefacts?top:Village, Rural settlement
1907063;9715;60.43302;-1.200884;Road;On a day of sunshine and showers, a sharp shower here beside Dales Voe is making the road 'steam' with water vapour rising off the road. Given the relatively low temperatures of air and road in Shetland this seems rather surprising.;None
817576;15341;53.709515;-0.224611;Lagoon;The blip on the horizon is Paull's red lighthouse.;None
2312036;34298;51.172895;-0.046945;Otters;This otter cub (Lutra lutra) was born in July 2010. Seen looking at the photographer, and wondering whether food would be forthcoming. The afternoon Keeper talk was in progress at the adjacent otter enclosure. http://www.britishwildlifecentre.co.uk/index.htm;None
2982514;196;57.24834;-5.466465;None;A birch wood in a patch of steep land beside a conifer plantation.;top:Woodland, Forest
2331623;23377;57.315016;-3.458327;Boggy pool;Looking towards the River Avon and Cnoc Fergan.;None
1793577;22742;53.426228;-2.255644;Cemetery;Looking towards the gates on Princess Road.;None
1994803;8569;51.997574;-2.222221;A road (Classified A);Looking west towards Ledbury at the B4211 junction.;None
1826541;1876;56.514163;-4.053804;Hillside;Loch Tay and the Ben Lawers massif on the other side.;None
1391600;2282;55.263857;-7.414811;Stone;It is located here [[[1391598]]];None
710417;14700;50.747163;-1.88032;Church;This church stands on the corner of Edgehill (left) and Jameson Roads.;None
619911;4264;52.256206;-2.184397;Canal;The Droitwich canal by the church at Salwarpe. Its catarrhal colour is apparently due to duck weed. Salwarpe Court is hiding in the trees to the right.;None
1467261;14700;50.461854;-3.484335;Headland (coastal feature);Moored ships and the Ore Stone are seen off the shore of this dramatic if not particularly high headland.;None
2750139;9274;51.037578;-1.84663;None;The river is filling a little now that we have had 24 hours of heavy rain.  For an earlier image of the river [[2689392]];top:Rivers, Streams, Drainage?top:Roads, Road transport?top:Village, Rural settlement?A road (classified A)?place:Coombe Bissett?river:Ebble?pub
682585;19464;50.9546;-2.830962;Cottages;Originally farm workers cottages on the road between West Lambrook and Compton Durville;None
773965;7420;51.689962;-2.189028;Road;The road connects the towns of Nailsworth, behind the viewpoint, and Avening. It just clips the south-western corner of the square. Gatcombe Wood is to the left of the road.;None
1709892;22742;53.378443;-2.119316;Political social club;On Chester Road.;None
1227583;28338;51.130449;-0.684021;Gateway;This is on Park Lane, Brook, Surrey.;None
947382;15376;52.267545;-3.579079;Reservoir;Looking towards the dam - this is seen as the straight line where the water ends, the reservoir being full due to the high summer rainfall. The relatively new cycle track and path can be seen on the left.;top:Water resources?subject:reservoir
1400833;34609;52.286085;-1.607074;Industrial estate;All appear occupied, unlike the Johnny-come-lately business park-style units up the road [[1400832]];None
2116713;39198;54.762495;-2.011624;Snowscene;The B6278 north from Stanhope in Weardale climbs steeply and passes through the small, separate settlement of Crawleyside. In December 2009 snow clearance on the road extended just beyond there but not out onto the moorland stretch beyond.;None
1096277;6284;57.564572;-3.614571;Shooting;The vehicles are descending to the severely frosted lower ground on what is possibly the coldest day of the year so far.;None
1602659;38673;54.987334;-1.487704;Pedestrian and cyclist tunnels;The Pedestrian Tunnel from Jarrow to Howdon looking North. Leaving South Tyneside (Durham) under the River Tyne;None
2901424;43620;57.460761;-3.693342;None;Stone marking the boundary of Morayshire.;top:Boundary, Barrier?top:Moorland?top:Uplands
1359867;1486;51.942034;-10.243505;Caravan site;Camping and caravan site south west of Cahirciveen just off the Ring of Kerry tourist route on south bank of the river estuary.;None
2318768;41405;52.7665;-0.749225;Rural road;An unexpected [and narrow] diversion during the temporary closure of Bar Lane.;None
465093;1109;50.431992;-4.365017;Farmhouse;A large farm with a large farmhouse.;None
1490686;10869;52.965443;-2.960875;Church doorway;This attractive entrance to St. Hilary's church at Erbistock, stood out in the Autumn sun.;None
2524909;829;56.805039;-3.585697;None;Looking across the burn with Beinn a' Chruachain rising beyond it.;top:Rivers, Streams, Drainage?top:Uplands
47057;1173;53.63466;-1.667254;Public house;On Wakefield Road SE 221 154 at the Junction (roundabout)with the A642 Near Grange Moor.;None
575894;1904;52.893084;0.875454;Country house;North front of Abbey House facing the Priory ruins;None
798168;25687;57.850979;-4.994193;Lochan;As a Graham, it's of certain interest to more dedicated hill walkers, otherwise a pretty dreary bit of moorland that even the Kelts couldn't be bothered to give a name to.;None
1309565;8569;51.866267;-2.595829;Field / woodland boundary;Oaks and pasture at Bishopswood.;None
2010118;43729;50.263108;-5.067291;Council offices;The old county hall, on Station Road, replaced by [[[2010132]]] in the 1960s, but still in use as council offices.;None
2030989;14700;51.672311;-4.695087;Benches;Two of the benches around the base of the [[2026354]], picked out against the blackness by the lights floodlighting the statue.;None
2140748;12192;52.540434;-1.493488;Canal;Approaching Wood Bridge (No 27) beyond which Springwood Haven Marina can just be seen.;None
39458;760;53.754586;-1.863468;Garages;Looking NW from Halifax Road, this garage straddles the border between Catherine Slack and Priestley Hill. The price on the board is 35.9 pence for a litre of LPG.;None
2802720;6358;51.499038;-0.590739;None;This is the border between Datchet and Slough, the sign behind the orange car says Slough.;top:Roads, Road transport?top:Suburb, Urban fringe
1928088;9715;60.62349;-1.302896;Headland (coastal feature);The Isle of Fethaland and its lighthouse are in the background.;None
2008226;5835;54.344572;-6.273407;Postbox;Wall-mounted EIIR box, on the Newry Road, close to the Abercorn.;None
1228905;3141;54.438189;-3.238952;Boulders;Above Long Gill on the west flank of Scafell;None
596006;14700;56.200814;-3.404475;Path;A misty morning along this path alongside Loch Leven.;None
2257338;20846;50.762799;-0.747107;Road;Looking in the direction of Pagham. Harbour Road terminates at the public car park on Pagham Spit.;None
2152395;196;56.316292;-2.657927;Beach;Sandstone blocks by Airbow Point.;None
2472239;25319;54.500232;-3.244998;None;The YHA now has outline planning permission for improvements to the property. When the funds are available, the flat-roofed lean-to at the back of the building (not easily visible here behind the warden's Land Rover) will be knocked down, and an earth-sheltered extension built into the back behind. With a low-level profile, but high-efficiency insulation, solar & photo-voltaic panels on the roof, a connection to a small water turbine generator, improvements to the sewage treatment etc, it should remain a very low-impact building. Part of the idea is not to significantly change the original building's front profile, which has looked much like this for over a century. The total amount of accommodation (16 bed spaces) won't change, but the associated facilities will be extended, to include bigger/better kitchen space, a small drying room, better wash/shower rooms etc. More about this hostel and the surrounding area on the YHA's own website at http://www.yha.org.uk/hostel/black-sail;top:Uplands?top:Village, Rural settlement?Youth Hostel
711171;1533;50.901075;-1.641448;Bund;The flowering gorse is growing on a bund created by the dualling of the A31, which lies in a cutting beyond the bund at left. The bund offers some small reduction in the traffic noise that is cast across the plain, at least within a few hundred metres of the road. What appears to be a pond is not so marked on the map and will probably dry up in the summer.;None
1545112;8569;51.980522;-1.996751;Arable land;View north towards the distinctive wooded Cotswold outlier, Alderton/Dumbleton Hill.;None
1153380;14700;50.775013;-1.856423;Pond;A lone moorhen appears to have this substantial pond to himself. It rather resembles a bend in a river, although the Stour is only a short distance south.;None
819691;5666;52.311875;-4.103501;Gorge;The path through the Northern side of Cwm Wyre is largely overgrown, this was one of the clearer sections;None
2117754;1837;52.093329;-2.164894;Trees;An oak trees silhouetted in the morning sun and reflected in the still waters of Croome River on a frosty October morning.;None
2206009;39198;56.478815;-6.169518;Tree-lined burn;A belt of deciduous trees follows the course of a minor stream through what is otherwise moorland. The hill beyond is the highest part of Ulva, Beinn Chreagach which rises to 313m.;None
2849955;61991;52.975207;-1.152306;None;A view of the crossroads incorporating Church Drive & Loscoe Rd. St John's (Anglican Church) cemetery lies ahead and the Carrington Pottery premises are on the right with the wrought iron security grills.;top:Burial ground, Crematorium?top:Business, Retail, Services?top:Roads, Road transport?top:Suburb, Urban fringe
1316744;15376;52.346569;-3.799618;Gorge;For a close-up view, see [[1316742]]. For this view at a different time of year see [[653156]].;top:Uplands?subject:gorge
1117808;3176;52.58704;1.473171;Drainage mill;On Buckenham Marshes. The Army Air Corps lifted a temporary roof onto Buckenham Ferry mill in 1993 for the RSPB to keep pigeons out as mill tower was full of droppings. This was done free as a lifting project for the AAC. This temporary cap/cover of corrugated iron sheet was destroyed by gales in early 2007 and the RSPB hide that was next to the tower was removed. The pipe is from a modern drainage pump, moving water from the marshes up into the River Yare. Information from http://www.norfolkmills.co.uk/WindmillsD/buckenham-ferry-drainage.html;None
181440;1782;53.526604;-0.480894;Country road;Picture taken looking southeast. Cadney reservoir is on the left.;None
2076382;19336;50.567171;-3.825839;Tors;South of Dunstone Down.;None
1357047;29880;51.15908;0.418;Earthworks;This earthworks are a series of circular terraces, but Castle Wood has grown over the top obscuring any visible features, except this circular moat at the base of the earthworks.;None
232131;7264;58.446857;-3.123836;River;Wick River from foot bridge looking towards Wick;None
2059328;37389;54.17711;-2.481637;Bield;The bield is a shelter wall (run-down) rather than an actual fold. Looking north past Keld Head Scar towards Whernside at the head of Kingsdale.;None
1157041;1904;53.525666;-1.135324;Church;The medieval church was destroyed by fire in 1853 and was replaced by Sir George Gilbert Scott's largest parish church in 1854-8. A marvellous piece of neo-Decorated and Perpendicular worthy of the title 'Doncaster Minster';None
